PRODUCT_ID,DEPARTMENT_NAME,HEIGHT_INCHES,WIDTH_INCHES,DEPTH_INCHES,WEIGHT_GRAMS
2242700,Frozen,5.5,4.75,4.75,9.07E+02
2242704,Canned Goods,3.75,3.19,,4.55E+02
2244000,Personal Care,,,,2.50E+02
2245534,Pantry,8.1,4.06,,5.19E+02
2246126,Personal Care,3.37,1.79,,3.63E+01
2250424,Pets,8.13,9.7,,8.07E+02
2257826,Frozen,6.82,6.83,,3.02E+02
2258521,Dairy & Eggs,5.09,6.1,3.53,1.63E+03
2262218,Snacks,4.35,9.16,,1.95E+02
2271345,Beverages,,,,2.83E+02
2272466,Pantry,7.27,3.54,2.68,6.04E+02
2272467,Pantry,6.98,2.9,2.1,3.58E+02
2272468,Pantry,6.98,2.9,2.1,3.67E+02
2286698,Beverages,,,,4.81E+02
2287383,Dairy & Eggs,4.63,4.63,3.13,1.63E+02
2287390,Dairy & Eggs,4.63,4.63,3.13,1.68E+02
2287395,Dairy & Eggs,4.63,4.63,3.13,1.63E+02
2330925,Beverages,6.21,4.59,4.82,1.52E+03
2351342,Bakery,3.25,5.5,9.5,6.35E+02
2362015,Deli,,,,2.55E+02
2369876,Babies,7.3,6.15,2.75,1.13E+02
2369904,Pantry,7.2,3,3,5.10E+02
2381250,Personal Care,,,,7.09E+01
2383154,Household,,,,7.09E+01
2383155,Household,,,,
2387363,Alcohol,11.65,3.4,,1.39E+03
2390759,Snacks,,,,1.29E+03
2391321,Pantry,11.46,6.54,,3.61E+03
2400143,Pantry,,,,4.54E+02
2400204,Alcohol,9.33,5.24,,3.17E+03
2400209,Alcohol,7.53,5.14,,3.21E+03
2400862,Personal Care,8.5,2.89,2.94,4.04E+02
2410675,Personal Care,8.46,2.89,,4.13E+02
2415505,Personal Care,8.47,1.8,1.8,9.98E+00
2430636,Household,,,,7.09E+01
2430637,Household,,,,7.09E+01
2431331,Frozen,,,,
2448370,Beverages,8.12,3.83,,1.42E+03
2448395,Snacks,23.06,11.81,10.13,7.03E+01
2453545,Personal Care,7.68,3.45,,4.11E+02
2453546,Personal Care,3.61,4.57,,4.63E+02
2466383,Dairy & Eggs,,,,1.70E+02
2470053,Alcohol,,,,4.26E+03
2472421,Frozen,,,,
2483231,Snacks,9.38,7.63,,6.93E+02
2484128,Snacks,4.2,9,2.8,1.18E+02
2484984,Pantry,,,,1.70E+02
2485076,Household,,,,
2485300,Pets,2.79,8.44,,6.94E+02
2486210,Dry Goods & Pasta,8.31,1.12,,9.07E+01
2486279,Household,2.85,5.04,,6.80E+01
2486332,Alcohol,,,,2.13E+03
2487417,Pantry,3.45,6.45,3.25,2.09E+02
2487585,Personal Care,,,,2.49E+02
2489985,Personal Care,7.13,2.98,2.9,2.27E+02
2490096,Household,,,,
2491076,Pets,7.71,6.43,1.5,1.86E+02
2491093,Pets,6.85,4.95,4.1,5.19E+02
2495118,Bakery,,,,
2497150,Personal Care,8.72,3.14,,4.33E+02
2503743,Household,6.73,3.88,,9.07E+00
2504623,Household,,,,
2504637,Household,6.85,16.55,,5.35E+02
2511052,Pantry,7.8,2.27,,1.95E+02
2511060,Pantry,8.27,2.8,,4.24E+02
2512807,Personal Care,,,,2.49E+02
2523656,Snacks,9.5,7.75,4.63,6.01E+02
2533846,Frozen,3.35,2.75,2.75,1.09E+02
2533890,Frozen,5.55,5,5,8.16E+02
2548938,Frozen,5.59,5,5,8.41E+02
2550789,Frozen,6.75,6.75,2.5,6.80E+02
2551626,Frozen,5.55,5,5,1.42E+03
2551692,Canned Goods,4.55,3.36,,6.42E+02
2569834,Pantry,7.55,4.43,,2.77E+02
2570453,Beverages,4.39,3.16,,
2570461,Beverages,,,,8.10E+02
2570465,Beverages,4.34,3.16,,7.26E+01
2570467,Dairy & Eggs,8.37,3.76,,1.03E+03
2570499,Snacks,4.53,2.19,,4.54E+01
2570552,Frozen,6.86,5.83,,4.31E+02
2570636,Frozen,5.22,7.46,,3.40E+02
2570649,Frozen,6.84,7.04,,3.63E+02
2570746,Canned Goods,,,,2.96E+01
2571198,Snacks,,,,1.04E+03
2571199,Snacks,11.06,9.31,4.25,8.85E+02
2572298,Alcohol,,,,5.00E+03
2572301,Alcohol,11.77,4.11,,1.80E+03
2572440,Alcohol,,,,1.75E+03
2572514,Alcohol,,,,1.75E+03
2572570,Alcohol,11.5,9.47,3.69,5.44E+03
2572633,Alcohol,,,,1.75E+03
2572747,Beverages,11.8,4.27,4.27,2.17E+03
2573110,Beverages,,,,2.00E+03
2573125,Beverages,,,,1.06E+03
2573145,Personal Care,9.5,2.49,,1.81E+01
2573192,Beverages,,,,1.06E+03
2573262,Beverages,11.82,4.3,,2.14E+03
2574936,Personal Care,7.88,2.09,2.09,2.59E+02
2574998,Beverages,8.04,2.65,,5.13E+02
2575007,Frozen,5.18,5.27,1.75,2.27E+02
2575009,Frozen,5.43,10.7,4.25,1.13E+03
2575042,Canned Goods,5.12,2.84,,2.95E+02
2575120,Personal Care,4,2.8,,1.81E+01
2575210,Personal Care,,,,2.72E+01
2575397,Personal Care,,,,1.77E+02
2575523,Personal Care,5.4,2.6,2,3.18E+02
2575633,Snacks,,,,6.80E+01
2575908,Beverages,6.01,7.43,,2.01E+03
2576068,Produce,3,3.3,,2.15E+02
2577108,Personal Care,7.61,2.94,,1.13E+02
2577418,Beverages,12.14,4.27,4.27,2.17E+03
2577507,Alcohol,12.33,3.41,,1.24E+03
2577877,Dairy & Eggs,8.68,6.26,,2.04E+02
2577881,Snacks,3.15,6.5,,7.53E+02
2577952,Personal Care,4.35,2,2,5.19E+01
2578171,Household,4.24,4.24,8.36,7.57E+02
2578245,Snacks,7.75,5.25,2,1.56E+02
2578270,Bakery,7.63,5.75,,3.40E+02
2578507,Beverages,5.74,3.84,,1.75E+02
2578516,Beverages,5.73,3.88,,1.75E+02
2578575,Beverages,10.6,4.1,4.1,2.90E+04
2578585,Beverages,,,,3.25E+03
2578596,Household,4.22,3.68,,1.97E+02
2579198,Household,,,,
2579321,Household,9.08,7.05,,5.44E+01
2579369,Snacks,2.52,6.26,0.75,1.26E+02
2579582,Deli,6.35,3.23,3.59,4.54E+02
2580180,Pets,9.56,4.47,,2.04E+02
2581475,Dry Goods & Pasta,6.6,3.32,,9.87E+02
2581476,Dry Goods & Pasta,6.61,3.33,,9.91E+02
2581784,Snacks,14.75,9.6,4.05,3.69E+02
2582330,Pantry,7.27,3.54,2.68,6.21E+02
2582509,Produce,9.15,8.11,,1.41E+03
2583059,International,,,,1.98E+02
2583502,Personal Care,2.93,0.93,,7.26E+01
2583514,Personal Care,2.93,0.93,,7.26E+01
2584357,Beverages,,,,3.63E+03
2584361,Snacks,8.15,5.01,,1.45E+02
2584364,Beverages,,,,2.84E+03
2584377,Snacks,2.3,5.6,0.6,6.80E+01
2585359,Alcohol,,,,3.75E+02
2585526,Alcohol,,,,1.50E+03
2585716,Beverages,6.8,10.31,5.15,2.95E+03
2586399,Alcohol,6.06,4.5,4.5,9.07E+02
2586400,Alcohol,7.45,4.38,,7.48E+02
2586404,Personal Care,9.3,3.13,3.12,8.98E+02
2586405,Personal Care,9.5,3.25,3.12,8.98E+02
2586423,Personal Care,4.1,5.13,,1.11E+02
2586645,Pantry,10.75,3.89,3.9,1.50E+03
2587110,Pantry,5.44,3.22,3.22,6.71E+02
2587162,Snacks,,,,6.52E+01
2587202,Alcohol,,,,1.25E+03
2587610,Dry Goods & Pasta,6.88,4.8,,2.68E+02
2587664,Pantry,6.89,5.51,,3.22E+02
2588193,Pantry,,,,4.83E+02
2588244,Pantry,4.79,2.94,,5.67E+02
2588253,Snacks,8.13,5.19,,1.45E+02
2588433,Frozen,,,,3.36E+02
2588459,Frozen,6.43,5.06,,3.45E+02
2588479,Frozen,6.43,5.06,,3.54E+02
2588663,Dairy & Eggs,9.58,3.09,3.05,1.07E+03
2588669,Frozen,,,,2.83E+02
2588682,Frozen,,,,3.52E+02
2588870,Deli,,,,2.83E+02
2589656,Pets,6.85,13.7,6,4.99E+03
2589854,Beverages,5.51,3.15,2.76,9.07E+01
2589864,Pets,6.95,4.92,,5.26E+02
2590261,Dairy & Eggs,9.47,4.09,,1.91E+03
2591153,Dairy & Eggs,7.83,4.34,,4.22E+02
2591361,Pantry,8.15,2.3,,3.20E+01
2591743,Personal Care,7.5,2.08,2.05,2.27E+02
2591759,Dairy & Eggs,2,3.7,4.4,2.04E+01
2592000,Pantry,,,,
2592676,Snacks,,,,6.80E+01
2593157,Frozen,7.47,6.75,,3.40E+02
2594323,Produce,,,,
2594451,Dry Goods & Pasta,6.88,4.8,,2.63E+02
2595731,Dry Goods & Pasta,7.37,4.89,,4.79E+02
2595748,Dry Goods & Pasta,7.27,5.12,1.89,3.63E+02
2596094,Frozen,5.9,7.35,1.25,3.16E+02
2596111,Frozen,5.92,7.38,1.1,2.69E+02
2596115,Frozen,5.88,7.44,5.88,3.22E+02
2596119,Frozen,5.92,7.38,1.1,2.66E+02
2596125,Frozen,5.92,7.38,1.25,2.62E+02
2596188,Dairy & Eggs,4.29,4.29,,1.50E+02
2596194,Dairy & Eggs,8.75,6.5,1,2.36E+02
2596195,Dairy & Eggs,2.6,4.89,,4.54E+02
2596206,Dairy & Eggs,4.25,5.63,2.84,4.39E+02
2596208,Dairy & Eggs,1.97,4.29,,1.50E+02
2596222,Dairy & Eggs,2.58,4.89,,2.40E+02
2596224,Dairy & Eggs,1.75,4.62,,2.45E+02
2596230,Dairy & Eggs,8.75,6.5,1,2.36E+02
2596344,Pantry,1.13,3,3,2.72E+02
2596356,Bakery,6.5,6.5,,3.63E+02
2596705,Snacks,12.25,8,3,2.41E+02
2596771,Alcohol,9.13,7.64,5.13,3.59E+03
2596777,Snacks,8.38,6.25,2.38,3.52E+02
2596780,Pantry,7.82,2.55,,4.65E+02
2596815,Snacks,7.75,1.75,5.25,1.42E+02
2596865,Snacks,6.26,4.26,2,2.80E+02
2596955,Beverages,5.75,3.83,,1.77E+02
2597152,Alcohol,,,,1.75E+03
2598273,Frozen,4.11,3.89,,5.44E+02
2599026,Frozen,6.81,7.42,,3.40E+02
2599031,Frozen,12.09,12.21,1.25,5.05E+02
2599519,Beverages,9.95,6.29,,3.91E+03
2599555,Frozen,12.07,11.62,1.64,5.95E+01
2599722,Snacks,7.39,5.81,,1.56E+02
2599973,Personal Care,5.86,6.85,6.9,1.66E+03
2600065,Personal Care,5.86,6.86,6.9,1.67E+03
2601118,Bakery,4.9,6.2,,1.27E+02
2601816,Bakery,,,,3.40E+02
2602165,Personal Care,5.44,6.91,6.93,1.70E+03
2602748,Snacks,5.15,13.65,2.85,5.40E+02
2603081,Snacks,4.95,10.96,1.12,4.54E+02
2603088,Meat & Seafood,,,,
2603386,Dairy & Eggs,5.17,6.24,14.3,1.59E+03
2603391,Personal Care,,,,3.15E+03
2604496,Beverages,,,,5.78E+03
2604593,Beverages,3.09,8.78,2.44,1.31E+02
2604721,Snacks,8.62,5.67,,4.63E+02
2606547,Beverages,7.8,2.92,2.92,6.44E+02
2606560,Babies,7.42,4.66,,4.99E+01
2606583,Beverages,5.95,5.84,3.08,1.97E+02
2606916,Bakery,6.51,6.51,,3.40E+02
2606941,Household,,,,2.34E+02
2607247,Alcohol,11.2,5.55,,3.01E+03
2607269,Personal Care,,,,
2607374,Personal Care,4.75,3.63,,1.13E+02
2607426,Bakery,6,3.5,8,4.07E+02
2607450,Canned Goods,4.42,2.91,,4.90E+02
2607886,Bakery,2.7,12.15,,5.90E+02
2607905,Frozen,4.92,7.13,,4.54E+02
2608325,Household,,,,
2608340,Household,9.62,4.52,,1.13E+03
2608731,Dairy & Eggs,2.26,3.75,,1.63E+02
2609231,Dry Goods & Pasta,7.25,4.28,1.75,1.76E+02
2609234,Frozen,10.5,6.2,3.7,8.71E+02
2609239,Frozen,10.5,6.2,3.7,6.79E+02
2609243,Frozen,10.5,6.2,3.1,2.59E+02
2609914,Pets,8,5.25,2,1.28E+02
2610404,Alcohol,,,,1.25E+03
2610783,Frozen,5.15,5.2,1.81,2.83E+02
2610834,Personal Care,9.94,7.16,,3.15E+03
2612028,Personal Care,7.85,3.85,1.5,7.39E+01
2612038,Personal Care,,,,9.07E+01
2612131,Snacks,5.45,5.45,2.45,4.69E+02
2612325,Pantry,3.19,3.76,3.76,4.25E+02
2612394,Dairy & Eggs,,,,1.67E+03
2612646,Frozen,,,,2.41E+02
2613103,Personal Care,,,,1.14E+04
2613441,Snacks,4.95,7.61,2,2.27E+02
2614136,Pantry,3.7,4.4,4.5,3.40E+02
2614344,Pantry,,,,6.12E+01
2614366,Personal Care,9.87,6.89,6.54,6.62E+02
2614866,International,10.22,7.98,,3.18E+01
2615400,Snacks,5.81,2.96,,8.62E+01
2616160,Frozen,,,,
2616677,Alcohol,12.45,3,,1.42E+03
2617069,Household,,,,
2617650,Personal Care,3.93,5.13,,4.99E+01
2618216,Pantry,7.6,5.55,1.65,4.81E+02
2618954,Dairy & Eggs,,,,1.70E+02
2619327,Breakfast,,,,
2619692,Breakfast,,,,
2619718,Alcohol,,,,1.42E+03
2619721,Snacks,,,,
2619791,Breakfast,,,,
2619853,Frozen,6.62,10,3.5,1.02E+03
2620071,Pets,6.35,4.25,1.5,4.82E+01
2620081,Household,9.21,4.56,8.75,2.12E+03
2620269,Meat & Seafood,,,,3.40E+02
2620497,Dairy & Eggs,6.5,9.6,1.5,2.13E+02
2620965,Household,,,,9.46E+02
2620995,Household,9.21,4.56,8.75,2.03E+03
2620996,Household,9.21,4.56,8.75,2.12E+03
2621856,Frozen,6.25,5.75,2.25,4.79E+02
2621885,Household,8.33,4.58,8.36,7.62E+02
2622026,Frozen,9.13,9.13,3.63,8.39E+02
2622064,Household,2.09,8.64,5.67,1.22E+02
2622165,Household,9.21,4.56,8.75,2.06E+03
2622170,Pets,,,,1.67E+03
2622239,Frozen,12,12,1.13,5.83E+02
2622494,Breakfast,9.98,11,4.56,5.39E+02
2622497,Breakfast,11.13,15.5,6.5,5.39E+02
2622506,Breakfast,7.38,14.5,5.94,5.39E+02
2622509,Breakfast,13.31,7.69,2.41,5.02E+02
2622554,Pets,8,5.25,2,1.28E+02
2622759,Household,11.61,6.92,,2.01E+03
2622842,Personal Care,6.38,2.26,2.25,2.24E+02
2622843,Frozen,6.14,5.79,2.5,3.99E+02
2622856,Frozen,6.36,5.78,2.25,
2622929,Pets,9.5,8,4,1.59E+03
2622936,Pets,9.24,6.82,,7.80E+02
2623539,Personal Care,3.82,5.19,3,1.81E+02
2623623,Snacks,3.91,2.27,,1.22E+02
2623792,Snacks,4.02,8.74,0.87,9.47E+01
2624031,Personal Care,,,,5.33E+02
2624110,Personal Care,10.44,4.34,,1.10E+03
2624658,Frozen,6.06,5.79,2.5,3.99E+02
2625096,Dairy & Eggs,9.7,3.5,3.5,1.13E+03
2625159,Alcohol,8.72,4.37,,1.54E+03
2625766,Bakery,,,,3.40E+02
2625781,Personal Care,,,,5.44E+01
2626157,Pets,10,11,3.5,4.73E+02
2626643,Frozen,5.55,5,5,7.85E+02
2626855,Dairy & Eggs,4.63,4.63,3.13,1.68E+02
2626959,Beverages,3.1,2.4,1.2,6.76E+01
2627361,Beverages,4.81,5.25,,2.18E+03
2627433,Dairy & Eggs,,,,2.27E+02
2627557,Snacks,5,10,1.88,2.99E+02
2627771,Pets,,,,6.54E+03
2628069,Alcohol,11.76,3.14,,1.30E+03
2628164,Dairy & Eggs,2.32,4.64,,3.81E+02
2628975,Frozen,5.64,5,5,8.16E+02
2629439,Meat & Seafood,,,,1.42E+02
2629440,Personal Care,2.91,1.24,,7.26E+01
2629543,Beverages,10.36,4.56,,2.04E+03
2629548,Beverages,10.37,4.57,,2.06E+03
2629602,Beverages,10.35,4.63,,2.05E+03
2629960,Snacks,,,,
2630361,Frozen,5.64,5,5,8.19E+02
2630410,Frozen,6.44,6.31,1.75,2.31E+02
2630741,Pantry,,,,1.19E+03
2630756,Beverages,,,,
2632096,Dairy & Eggs,6.5,9.5,1.5,2.13E+02
2632241,Personal Care,4.13,0.65,,3.63E+01
2632676,Frozen,2.5,13.25,,1.68E+03
2633000,Frozen,,,,6.80E+02
2633029,Frozen,6.75,6.75,2.5,6.08E+02
2633566,Dairy & Eggs,9.06,3.17,2.97,1.02E+03
2633796,Snacks,7.43,5.07,,2.13E+02
2634473,Beverages,5.28,2.76,3.39,9.66E+01
2634929,Frozen,5.63,5.02,5,7.67E+02
2635021,Frozen,5.64,5,5,7.76E+02
2635085,Frozen,12.03,12.07,1.13,6.33E+02
2635129,Frozen,5.25,9,,3.21E+02
2635420,Frozen,,,,
2636224,Personal Care,4.9,1.81,,1.07E+02
2636264,Personal Care,4.84,1.65,1.65,1.04E+02
2636385,Personal Care,11.02,11.22,4.53,1.22E+03
2636936,Beverages,5.28,3.33,3.39,1.13E+02
2636953,Snacks,5.32,5.29,,3.67E+02
2637060,Personal Care,,,,2.27E+02
2638208,Frozen,6.75,6.75,2.5,5.32E+02
2638211,Frozen,6.3,6.45,2.25,4.60E+02
2639624,Personal Care,4.72,3.26,,2.09E+02
2639748,Personal Care,4.48,2.75,,3.63E+01
2640040,Frozen,,,,3.67E+02
2641365,Pantry,11.89,6.17,6.17,3.63E+03
2641602,Personal Care,2.91,1.23,,6.80E+01
2642483,Produce,12,9,,2.35E+02
2644548,Personal Care,4.63,1.91,1.75,5.90E+01
2644896,Produce,,,,4.54E+02
2645371,Snacks,6.15,8,2.75,9.36E+02
2645976,Personal Care,5.62,2.76,,4.54E+01
2646636,Snacks,7.44,9.85,,4.67E+02
2646819,Personal Care,,,,2.13E+02
2647283,Personal Care,5.93,1.9,1.9,1.36E+02
2648008,Beverages,6.1,7.45,,2.09E+03
2648217,International,6.08,1.83,,2.45E+02
2649021,Household,,,,
2650096,Household,,,,
2650142,Beverages,5.79,3.77,,2.06E+02
2650216,Pantry,3.52,3.44,,2.77E+02
2650370,Beverages,,,,3.55E+02
2650400,Beverages,6.2,2.55,,4.97E+02
2650479,Dry Goods & Pasta,6.89,5.51,,3.22E+02
2650500,Dairy & Eggs,5.05,6.21,3.75,1.66E+03
2650531,Beverages,9.1,5,3.5,5.99E+02
2650786,Beverages,4.84,7.81,,2.22E+03
2650889,Personal Care,2.8,3.65,,2.93E+02
2650900,Beverages,7.37,2.74,,5.38E+02
2651472,Pets,,,,2.31E+02
2651782,Deli,,,,1.66E+02
2652519,Snacks,,,,1.86E+02
2654161,Deli,,,,1.98E+02
2655233,Snacks,8,7.8,5.6,5.67E+02
2655871,Beverages,9.1,5,3.5,5.81E+02
2656005,Pets,,,,2.31E+02
2656121,Produce,3.41,7.17,,4.64E+02
2656428,Produce,4.84,4.84,,3.18E+02
2656775,Deli,9.5,9,,2.83E+02
2656884,Bakery,8.5,4.25,3.5,5.67E+02
2657762,Breakfast,5.32,5.28,,3.86E+02
2660608,Dairy & Eggs,,,,
2660824,Snacks,11.6,8.45,1.9,8.80E+02
2661977,Snacks,2.88,4.13,4.13,2.90E+02
2661994,Dairy & Eggs,4.5,5.35,2.75,3.68E+02
2662904,Dry Goods & Pasta,6.93,4.81,,2.63E+02
2663295,Meat & Seafood,1,1,1,3.78E+02
2663934,Beverages,,,,1.91E+02
2664840,Snacks,,,,9.53E+01
2665324,Household,,,,7.94E+00
2665335,Household,,,,
2667400,Bakery,,,,
2668003,Pantry,7.57,5.54,1.52,3.99E+02
2668026,Pantry,4.4,2.95,2.95,4.45E+02
2668595,International,6.04,1.84,,2.45E+02
2668724,Household,,,,
2669220,Pets,,,,
2669681,Personal Care,4.48,1.63,,6.35E+01
2669751,Beverages,5.34,6.43,,8.41E+02
2669776,Babies,,,,
2669835,Snacks,8.66,5.66,,4.65E+02
2670108,Snacks,5.1,5.45,2.85,2.93E+02
2670357,Frozen,5.13,9.23,1.65,3.04E+02
2670797,Snacks,3.5,5.25,,3.16E+02
2671090,Dairy & Eggs,7.31,3.69,,6.58E+02
2672284,Snacks,9.5,6,1.97,9.92E+01
2672306,Pantry,7.99,2.31,2.3,5.28E+02
2672505,Personal Care,5.56,3.78,,5.90E+01
2672661,Household,23.19,5.05,5,7.26E+02
2672702,Household,7.73,3.1,,1.50E+02
2672722,Snacks,14.75,9,3,2.27E+02
2673716,Dry Goods & Pasta,7.5,4.8,1.25,1.87E+02
2675896,Alcohol,,,,1.25E+03
2676354,Household,,,,
2676614,Dry Goods & Pasta,6,8.25,4,2.28E+02
2676820,Personal Care,2.77,7.03,6.93,1.45E+02
2676853,Personal Care,,,,9.07E+02
2677591,Personal Care,,,,
2678012,Alcohol,11.69,3.26,3.22,1.24E+03
2678032,Household,,,,
2678033,Household,,,,
2678183,Frozen,6.6,7.7,1.15,2.83E+02
2678188,Alcohol,,,,1.25E+03
2678191,Alcohol,9.55,3.95,,7.77E+01
2678195,Alcohol,,,,1.25E+03
2678201,Alcohol,11.22,3.32,,1.22E+03
2678245,Pantry,7.13,5.28,,4.67E+02
2678247,Pantry,7.15,5.31,,4.76E+02
2678429,Personal Care,7.25,2,3.5,
2679229,Personal Care,,,,
2679542,Pantry,7.25,4,2.5,7.09E+02
2679670,Dry Goods & Pasta,6,8.25,4,2.28E+02
2679711,Pantry,7.15,2,,3.31E+02
2679978,Beverages,,,,3.79E+03
2680019,Canned Goods,4.45,3.01,3.01,4.85E+02
2680314,Personal Care,3.66,1.94,,4.99E+01
2680320,Personal Care,4.45,2.3,,6.80E+01
2680322,Personal Care,,,,1.18E+02
2680349,Personal Care,5.35,2.87,,2.40E+02
2680641,Personal Care,4.99,2.64,1.64,1.14E+02
2680946,Dry Goods & Pasta,7.3,5.21,,2.41E+02
2681074,Snacks,,,,3.40E+02
2681140,Beverages,,,,6.21E+02
2681168,Dry Goods & Pasta,7.75,5.75,1.5,1.61E+02
2681174,Dry Goods & Pasta,7.75,5.75,1.5,1.63E+02
2681212,Household,4.71,4.71,,1.20E+02
2681536,Household,,,,
2681563,Household,10.54,8.26,,4.08E+02
2681740,Snacks,1.81,5.24,,4.08E+01
2681906,Personal Care,,,,
2682182,Household,3.5,1.75,,9.07E+00
2682189,Household,4.25,3.69,,3.18E+01
2682191,Household,,,,2.27E+01
2682248,International,7.53,4.09,2.38,8.07E+02
2682251,International,7.55,4.11,2.38,8.07E+02
2682267,Canned Goods,4.98,4.78,4.76,1.60E+02
2682268,Canned Goods,4,2.69,2.69,3.41E+02
2682480,Personal Care,7.7,4.8,1.5,9.07E+01
2682518,Personal Care,,,,4.25E+00
2682557,Dry Goods & Pasta,7.55,5.75,1.5,1.35E+02
2682661,Pantry,5.85,4.13,5.8,5.98E+01
2682730,Canned Goods,4.44,3,3,4.25E+02
2682735,Dry Goods & Pasta,7.5,4.8,1.25,1.81E+02
2682739,Dry Goods & Pasta,7.15,3.52,1.3,2.31E+02
2682742,Dry Goods & Pasta,4.5,6.2,1.9,3.72E+02
2682849,Personal Care,,,,8.16E+02
2682912,Pantry,7.23,4.91,1.77,1.29E+02
2682922,Pantry,7.25,4,2.5,7.03E+02
2682930,Pantry,7.25,4,2.5,6.35E+02
2682949,Pantry,8.56,3.5,2,5.41E+02
2683032,Pantry,,,,2.97E+02
2683047,Pantry,7.75,4,2.81,9.07E+02
2683106,Pantry,4.95,2.94,2.9,4.67E+02
2683116,Pantry,4.95,2.93,2.9,4.63E+02
2683128,Pantry,4.95,2.92,2.9,4.58E+02
2683143,Beverages,6.05,4.98,4.92,1.99E+03
2683149,Beverages,8.87,2.86,2.86,6.21E+02
2683183,Beverages,7.15,8.1,7.8,2.86E+03
2683194,Beverages,,,,3.30E+03
2683231,Beverages,5.27,15.79,,4.56E+03
2683237,Beverages,6.64,10.56,,3.18E+03
2683261,Beverages,5.18,15.53,5,4.42E+03
2683268,Beverages,4.5,4.16,4.16,1.36E+04
2683307,Beverages,6.8,10.63,5.22,2.72E+03
2683308,Beverages,6.8,10.63,5.22,3.16E+03
2683316,Beverages,12.78,4.35,4.35,2.13E+03
2683317,Beverages,8.83,7.9,5.24,2.86E+03
2683324,Beverages,10.6,4.1,4.1,1.81E+03
2683328,Beverages,10.57,4.61,4.61,2.00E+03
2683329,Beverages,5.26,15.78,5,4.42E+03
2683447,Personal Care,8.66,0.88,2.19,4.99E+01
2683479,Personal Care,3.93,7.72,,3.97E+02
2683499,Personal Care,8,2.77,,5.28E+02
2683602,Personal Care,4.37,4.05,4.02,6.80E+01
2683935,Pets,6.85,13.7,6,4.99E+03
2684021,Pets,1.6,3.45,3.45,1.56E+02
2684025,Pets,3.54,3.52,,8.62E+01
2684101,Pets,8.4,4.15,0.75,1.13E+02
2684103,Personal Care,4.05,2.78,,1.81E+01
2684119,Personal Care,6.19,5.56,4.25,2.00E+02
2684120,Personal Care,7.94,6.88,3.2,3.31E+02
2684198,Personal Care,7.5,7.08,7.24,3.27E+02
2684277,Household,,,,
2684278,Household,,,,
2684406,Household,8.55,3.55,,7.48E+01
2684408,Household,,,,
2684414,Household,,,,
2684446,Household,55,3.63,,6.35E+02
2684471,Breakfast,7.88,4.75,3,4.28E+02
2684503,Snacks,2.76,6.18,0.63,9.36E+01
2684505,Household,3.12,4.55,,5.67E+01
2684533,Pets,4,3,3,3.74E+02
2684639,Snacks,,,,2.27E+02
2684652,Snacks,3.28,6.05,,1.54E+02
2684714,Household,,,,
2684731,Meat & Seafood,1.95,9.8,4.05,7.57E+02
2684828,Snacks,8.63,4.16,0.44,1.02E+02
2684850,Personal Care,5.43,6.02,,1.79E+02
2684926,Personal Care,,,,3.12E+02
2685082,Snacks,2.48,3.08,0.48,4.54E+01
2685103,Household,10,6.92,3,6.49E+02
2685110,Household,11.93,5.79,,1.67E+03
2685179,Canned Goods,,,,
2685184,Canned Goods,,,,
2685196,Household,,,,1.12E+03
2685216,Household,5.45,6.73,6.73,1.18E+03
2685284,Household,10.57,4.24,,7.60E+02
2685326,Household,,,,1.57E+03
2685327,Household,,,,1.09E+03
2685335,Household,26.77,4.74,5.12,1.68E+02
2685384,Household,9.45,2.61,,6.71E+02
2685505,Household,,,,5.89E+03
2685510,Household,,,,1.36E+02
2685652,Personal Care,,,,3.63E+01
2685678,Pets,9.25,7,2.5,1.70E+02
2685704,Pets,,,,2.74E+02
2685783,Household,9.09,2.28,4.76,5.72E+02
2685806,Pets,6.97,5.27,,9.98E+01
2685807,Pets,6.94,5.16,,9.30E+01
2685811,Household,10.12,3.86,7.4,2.66E+03
2685815,Pets,9.86,8.78,,8.26E+02
2685824,Household,5.9,6.92,,2.49E+02
2685825,Pets,1.45,2.6,2.6,8.50E+01
2685995,Pets,5.75,7.15,3.75,8.62E+01
2686018,Pets,5.75,7.15,3.75,8.62E+01
2686021,Pets,3.55,3.52,,8.62E+01
2686697,Personal Care,7.1,3.09,,2.00E+02
2686736,Household,,,,
2686798,Pets,13.1,10.35,,6.87E+03
2686826,Pets,14.75,12,9.5,1.59E+04
2686867,Personal Care,4.25,1.44,3.76,4.54E+01
2686897,Household,8.06,6.04,,5.62E+02
2687413,Personal Care,7.48,1.77,1.77,1.55E+02
2687431,Pets,13.47,7.38,4.12,1.64E+03
2687497,Personal Care,4.13,2.76,1.22,6.80E+01
2687540,Personal Care,6.96,4.25,,5.94E+02
2687616,Personal Care,7.6,7.42,7.52,3.27E+02
2687628,Alcohol,,,,1.42E+03
2687660,Alcohol,11.68,3.2,3.2,1.21E+03
2687765,Personal Care,5.5,2.14,1.59,1.86E+02
2687896,Personal Care,3.56,2.5,5.38,4.60E+02
2687959,Personal Care,,,,1.27E+02
2687961,Personal Care,,,,6.80E+02
2687977,Personal Care,9.5,4.22,4.29,8.76E+02
2688771,Babies,8.45,5.05,1.8,3.63E+01
2688954,Babies,,,,1.16E+03
2689008,Household,10.05,4.58,,1.18E+03
2689010,Alcohol,,,,1.25E+03
2689188,Beverages,,,,2.72E+03
