PRODUCT_ID,DEPARTMENT_NAME,HEIGHT_INCHES,WIDTH_INCHES,DEPTH_INCHES,WEIGHT_GRAMS
300,Alcohol,8.5,10.63,9.94,4.26E+03
302,Alcohol,8.5,10.63,8,4.26E+03
303,Alcohol,9.1,7.6,5.18,3.48E+03
324,Alcohol,9.14,7.64,5.11,3.38E+03
354,Alcohol,7.92,2.87,2.87,8.01E+02
361,Alcohol,10.57,15.82,4.94,9.02E+03
371,Alcohol,9.75,12.91,7.72,1.13E+04
380,Alcohol,7.31,7.8,7.8,4.58E+03
391,Alcohol,9.75,13.15,13.15,1.13E+04
396,Alcohol,9.75,7.86,13.15,1.13E+04
412,Alcohol,11.16,3.08,,1.17E+03
470,Alcohol,8.41,7.46,,3.28E+03
472,Alcohol,9.14,7.64,5.11,3.41E+03
495,Alcohol,,,,1.75E+03
497,Alcohol,11.93,3.01,,1.29E+03
498,Alcohol,11.83,3.24,,1.42E+03
504,Alcohol,11.88,3.22,,1.15E+03
507,Alcohol,11.88,3.22,,1.17E+03
516,Alcohol,11.78,3.08,,1.26E+03
517,Alcohol,11.96,3.09,,1.29E+03
519,Alcohol,11.88,3.03,,1.25E+03
522,Alcohol,12.34,2.98,,1.31E+03
528,Alcohol,11.78,3.08,,1.57E+03
541,Alcohol,11.88,3.29,,1.29E+03
557,Alcohol,11.75,3.18,,1.24E+03
559,Alcohol,11.76,3.14,,1.21E+03
562,Alcohol,11.76,3.14,,1.32E+03
563,Alcohol,11.88,3.16,,1.25E+03
566,Alcohol,,,,1.25E+03
568,Alcohol,,,,1.25E+03
569,Alcohol,11.88,3.29,,1.45E+03
572,Alcohol,11.88,3.01,,1.25E+03
578,Alcohol,,,,1.25E+03
582,Alcohol,11.88,2.94,,1.22E+03
587,Alcohol,11.88,3.22,,1.29E+03
588,Alcohol,11.88,3.03,,1.25E+03
591,Alcohol,11.79,3.17,3.17,1.25E+03
609,Alcohol,11.75,3.18,,1.23E+03
626,Alcohol,11.76,3.14,,1.21E+03
633,Alcohol,11.63,3.15,,1.25E+03
636,Alcohol,11.73,3.38,,1.26E+03
640,Alcohol,11.93,3,,1.29E+03
646,Alcohol,11.68,3.2,,1.29E+03
651,Alcohol,11.55,3.25,3.22,1.27E+03
656,Alcohol,11.88,3,3,1.37E+03
660,Alcohol,11.53,3.2,,1.22E+03
664,Alcohol,11.76,3.14,,1.21E+03
680,Alcohol,11.84,3.16,,1.35E+03
686,Alcohol,11.88,3.01,,1.25E+03
713,Alcohol,11.8,3.15,,1.39E+03
720,Alcohol,11.68,3.2,,1.32E+03
744,Alcohol,11.92,3.17,,1.14E+03
745,Alcohol,11.68,3.2,,1.17E+03
746,Alcohol,11.73,3.18,,1.22E+03
756,Alcohol,11.67,3.24,,1.25E+03
757,Alcohol,11.63,3.15,,1.20E+03
760,Alcohol,,,,1.25E+03
764,Alcohol,11.88,3.18,3.18,1.29E+03
782,Alcohol,11.68,3.2,,1.26E+03
783,Alcohol,,,,1.25E+03
788,Alcohol,11.51,3.22,3.22,1.27E+03
792,Alcohol,,,,1.25E+03
794,Alcohol,11.88,3.16,3.16,1.25E+03
801,Alcohol,11.63,3.21,,1.21E+03
803,Alcohol,11.68,3.2,,1.25E+03
806,Alcohol,11.83,2.9,,1.15E+03
808,Alcohol,12.44,3.03,,1.21E+03
811,Alcohol,11.83,2.9,,1.15E+03
815,Alcohol,,,,1.25E+03
817,Alcohol,11.76,3.13,3.13,1.20E+03
819,Alcohol,11.7,3.14,,1.29E+03
829,Alcohol,11.43,3,,1.16E+03
831,Alcohol,11.75,3.17,,1.25E+03
841,Alcohol,13.01,2.96,,1.21E+03
853,Alcohol,11.88,3.03,,1.25E+03
869,Alcohol,,,,1.25E+03
872,Alcohol,11.88,3.2,2.94,1.21E+03
879,Alcohol,11.88,3.22,,1.23E+03
891,Alcohol,12.91,3.89,3.89,2.25E+03
893,Alcohol,11.78,3.08,,1.18E+03
900,Alcohol,11.88,3.29,,1.42E+03
919,Alcohol,10.55,5.18,,3.15E+03
920,Alcohol,10.53,4.96,,3.12E+03
921,Alcohol,9.47,5.2,5.2,2.43E+03
922,Alcohol,12.54,6.61,6.61,5.61E+03
923,Alcohol,12.54,6.61,6.61,5.62E+03
926,Alcohol,9.47,5.2,5.2,2.40E+03
933,Alcohol,11.61,9.57,,5.33E+03
949,Alcohol,11.77,2.83,2.83,1.23E+03
950,Alcohol,11.77,2.83,2.83,1.24E+03
963,Alcohol,12.16,2.94,,1.17E+03
965,Alcohol,12.16,2.95,,1.18E+03
967,Alcohol,12.17,2.94,,1.17E+03
968,Alcohol,12.16,2.94,,1.16E+03
969,Alcohol,12.16,2.94,,1.17E+03
973,Alcohol,12.16,2.94,,1.17E+03
974,Alcohol,11.76,3.22,,1.17E+03
980,Alcohol,11.66,3.32,,1.31E+03
982,Alcohol,11.88,3.22,,1.31E+03
990,Alcohol,11.88,3.22,,1.30E+03
991,Alcohol,12.5,2.76,2.76,1.32E+03
992,Alcohol,11.25,3.18,3.18,1.24E+03
999,Alcohol,11.88,3.22,,1.19E+03
1002,Alcohol,11.92,2.97,,1.25E+03
1009,Alcohol,12.98,2.85,2.85,1.43E+03
1016,Alcohol,11.96,3.28,3.28,1.54E+03
1020,Alcohol,12.31,3.67,3.67,1.70E+03
1024,Alcohol,11.2,3.69,,7.41E+02
1026,Alcohol,11.2,3.69,,1.25E+03
1033,Alcohol,12.16,3.25,,1.65E+03
1034,Alcohol,12.26,3.65,,1.66E+03
1042,Alcohol,12.57,3.5,,1.61E+03
1044,Alcohol,11.87,3.67,,7.44E+02
1057,Alcohol,,,,3.75E+02
1061,Alcohol,12.91,3.89,3.89,2.24E+03
1103,Alcohol,9.1,2.8,,7.60E+02
1137,Alcohol,,,,1.75E+03
1142,Alcohol,12.59,3.37,,1.35E+03
1155,Alcohol,,,,1.25E+03
1178,Alcohol,,,,1.75E+03
1206,Alcohol,12.65,4.35,,2.66E+03
1208,Alcohol,,,,1.25E+03
1209,Alcohol,11.55,3,,1.21E+03
1347,Beverages,9.1,4.63,,5.94E+02
1372,Beverages,7,4.15,3.05,3.58E+02
1381,Beverages,5.79,3.77,,1.81E+02
1427,Dairy & Eggs,4.45,3.65,3.65,4.04E+02
1439,Pantry,6.99,2.35,,5.06E+02
1460,Beverages,6.9,3.55,2,1.91E+02
1511,Snacks,8.5,4.05,2,7.94E+03
1696,Beverages,10.35,4.57,,2.05E+03
1912,Beverages,9.55,3.87,3.84,1.54E+03
2019,Beverages,5.96,7.78,,2.71E+03
2084,Beverages,10.53,13.17,4.91,7.71E+03
2108,Beverages,8.5,2.88,2.88,1.70E+04
2148,Beverages,5.26,15.74,,4.69E+03
2150,Beverages,5.26,15.74,,4.69E+03
2204,Beverages,,,,6.44E+02
2293,Beverages,6.2,2.62,,4.76E+02
2318,Beverages,6.21,2.6,,4.99E+02
2343,Beverages,8.41,2.53,,4.94E+02
2394,Beverages,7.68,11.5,5.75,4.54E+03
2429,Beverages,,,,3.79E+03
2440,Beverages,8,2.61,2.6,5.44E+02
2442,Beverages,5.4,4.16,4.16,9.53E+02
2443,Beverages,5.4,4.16,4.16,9.53E+02
2497,Beverages,6.2,2.6,,4.81E+02
2546,Beverages,3.25,2.34,1.15,6.80E+01
2547,Beverages,3.25,2.34,1.15,6.80E+01
2551,Beverages,3.25,2.3,1.15,6.80E+01
2553,Beverages,3.25,2.34,1.15,6.80E+01
2560,Beverages,4.7,3.03,,5.22E+01
2700,Snacks,3.85,13,2.42,4.54E+02
2707,Snacks,7.26,6.12,,2.99E+02
2987,Bakery,8,6,3.5,6.80E+02
3024,Breakfast,5.63,7.75,1.5,2.95E+02
3044,Frozen,4.63,9.13,2.5,3.60E+02
3105,Frozen,9.25,6,3,9.62E+02
3238,Breakfast,10.25,7.7,1.9,3.49E+02
3722,Canned Goods,1.54,3.39,3.39,1.81E+02
3841,Canned Goods,6.2,4.45,0.35,7.94E+01
4143,Pantry,7.62,5.62,1.5,5.81E+02
4290,Pantry,3.5,4.25,1.25,7.26E+01
4499,Pantry,,,,1.36E+01
4677,Pantry,10.39,2.58,,8.82E+02
4851,Pantry,4.94,2.94,,4.92E+02
4868,Pantry,6.29,2.81,,7.39E+02
4923,Pantry,,,,7.10E+02
4926,Pantry,,,,2.37E+03
4963,Pantry,,,,1.39E+03
4983,Pantry,5.75,4.13,0.4,4.25E+01
5001,Pantry,5.8,4.13,0.38,4.25E+01
5015,Pantry,,,,2.83E+02
5141,Pantry,7,2.5,,1.07E+02
5144,Pantry,8.25,2.5,,1.09E+02
5145,Pantry,7,2.5,,1.04E+02
5148,Pantry,8.25,2.5,,1.09E+02
5149,Pantry,8.25,3,,1.12E+02
5151,Pantry,8.25,3,,1.11E+02
5152,Pantry,8.25,3,,1.11E+02
5223,Pantry,,,,3.55E+02
5241,Pantry,8.17,4.1,,5.42E+02
5339,Pantry,8.25,4,2.01,7.89E+02
5626,Snacks,1.3,5.04,0.39,6.35E+02
5628,Snacks,2.18,5.51,0.33,7.26E+02
5630,Snacks,2.18,5.43,0.25,4.54E+01
5640,Snacks,2.9,5.95,0.51,4.96E+01
5643,Snacks,2.87,6.5,0.63,5.10E+01
5654,Snacks,2.41,6.57,,4.54E+01
5666,Snacks,1.81,4.23,0.57,6.80E+02
5671,Snacks,2.64,6.5,0.75,6.38E+01
5678,Snacks,0.88,5.5,0.88,6.18E+01
5680,Snacks,1.7,3.85,0.59,5.24E+01
5681,Snacks,1.69,6.42,0.59,8.82E+01
5761,Snacks,3.41,2.55,2.68,1.13E+02
5773,Snacks,3.54,1.55,,4.08E+01
5777,Snacks,1.97,3.65,0.4,3.40E+01
5781,Snacks,2,3.7,0.45,3.18E+01
5786,Snacks,1.97,3.66,0.45,3.40E+01
5813,Snacks,1.92,3.44,0.57,3.18E+01
5822,Snacks,2.45,3.08,0.48,4.68E+01
5824,Snacks,2.46,3.05,0.45,4.68E+01
5851,Snacks,,,,1.22E+02
5881,Snacks,1.63,2.41,0.64,2.52E+01
5883,Snacks,2.45,3.8,0.83,8.42E+01
5886,Snacks,3.08,3.08,,5.67E+01
5890,Snacks,0.75,5.48,,4.08E+01
5893,Snacks,3.54,1.55,,3.86E+01
5899,Snacks,3.02,3.15,0.95,7.17E+01
6022,Snacks,12.25,8,3,2.41E+02
6023,Snacks,12.25,8,3,2.41E+02
6045,Snacks,9.15,3.23,3.19,1.56E+02
6047,Snacks,9.15,3.21,3.18,1.56E+02
6137,Snacks,,,,1.72E+02
6293,Snacks,10.25,5.56,,9.51E+02
6326,Snacks,7.76,8.17,2,4.58E+02
6336,Snacks,8.06,2.13,,3.16E+02
6464,Snacks,6.75,6.75,1.8,1.28E+02
6540,Snacks,9,6.88,1,1.49E+02
6592,Snacks,,,,2.20E+02
6605,Snacks,14.94,7.89,3.48,4.54E+02
6792,Dairy & Eggs,6.11,2.87,2.87,2.68E+02
6836,Dairy & Eggs,,,,9.53E+02
6909,Dairy & Eggs,,,,3.58E+02
7151,Dairy & Eggs,8.22,3.66,,1.04E+03
7247,Dairy & Eggs,5.24,7.44,5,1.36E+03
7260,Dairy & Eggs,2.3,3.8,,1.63E+02
7263,Dairy & Eggs,2.26,3.74,,1.63E+02
7317,Dairy & Eggs,,,,6.80E+02
7455,Dairy & Eggs,2.56,3.92,4.68,1.63E+02
7465,Deli,,,,1.93E+02
7714,Snacks,15,9,3.54,5.10E+02
7719,Snacks,13,9,3,3.97E+02
7804,Frozen,6.75,10.69,2.25,5.22E+02
7828,Frozen,7.25,7.25,1.88,4.67E+02
7875,Frozen,5.25,5.25,,3.80E+02
7992,Frozen,,,,
8117,Frozen,6.81,6.9,,3.58E+02
8218,Frozen,5.9,7.35,1.25,3.34E+02
8245,Frozen,5.92,7.38,1.25,2.87E+02
8249,Frozen,5.92,7.38,1.25,3.91E+02
8297,Frozen,,,,4.54E+02
8402,Frozen,12,12,1.5,8.98E+02
8448,Frozen,11.5,5.72,1.38,3.40E+02
8514,Frozen,4.76,6.88,4.13,8.34E+02
8632,Frozen,4,3.9,3.9,2.27E+01
8769,Frozen,4.25,3.69,3.69,3.97E+02
8774,Frozen,,,,9.93E+02
8775,Frozen,6.38,5,,9.98E+02
8878,Frozen,6.75,6.75,2.13,3.99E+02
8891,Frozen,4.25,9.5,3.5,4.67E+02
8926,Frozen,6.35,9.4,,4.08E+02
9117,Frozen,5.98,7.72,,3.63E+02
9130,Frozen,,,,2.92E+02
9362,Pantry,,,,2.83E+01
9363,Pantry,4.24,4.24,,2.59E+02
9378,Snacks,,,,2.13E+01
9379,Snacks,,,,2.49E+01
9398,Snacks,2.96,6.54,,2.18E+02
9402,Snacks,8.25,5,,1.81E+02
9513,Snacks,,,,3.40E+02
9591,Produce,3.01,3.29,,2.09E+02
9968,Dry Goods & Pasta,4.59,2.99,2.99,6.62E+02
9975,Dry Goods & Pasta,6.61,3.32,,9.82E+02
10008,Dry Goods & Pasta,6.63,3.37,,1.06E+03
10060,Dry Goods & Pasta,5.71,2.81,2.9,7.08E+02
10073,Dry Goods & Pasta,7.13,3.44,1.31,1.70E+02
10206,Dry Goods & Pasta,,,,4.48E+02
10384,International,3.45,2.07,2.07,1.13E+02
10606,Meat & Seafood,9,6.14,2,4.97E+02
10610,Meat & Seafood,8.98,7.41,0.84,3.40E+02
10612,Frozen,9,7.15,,7.69E+02
10634,Frozen,9.6,8.35,1.8,5.08E+02
10672,Frozen,,,,5.19E+02
10717,Deli,5.5,6.45,1.95,2.93E+02
10729,Deli,6,5.05,0.85,1.86E+02
10755,Deli,5.5,6.45,1.95,3.22E+02
10776,Deli,5.26,7.85,2.36,4.85E+02
10881,Meat & Seafood,,,,2.27E+02
10903,Meat & Seafood,1.25,5,6.5,3.77E+02
10916,Meat & Seafood,5.7,5.2,0.95,3.95E+02
10929,Meat & Seafood,6.04,8.56,,5.44E+02
10954,Meat & Seafood,3.5,4.9,1.65,4.35E+02
10967,Meat & Seafood,4.4,7.13,1.5,3.47E+02
10968,Meat & Seafood,5.91,7.13,0.95,3.49E+02
11069,Household,9.07,4.46,4.38,8.89E+02
11186,Household,10.13,3.48,,7.94E+02
11452,Household,,,,
11456,Household,,,,
11474,Household,13.7,9.94,,1.34E+02
11476,Household,8.73,5.32,5.28,1.11E+03
11486,Household,11.43,5.43,7.36,3.20E+03
11556,Household,9.91,3.66,6.32,1.79E+03
11557,Household,11.17,5.4,7.4,3.32E+03
11601,Household,10.75,4.03,2.32,7.21E+02
11625,Household,4.5,3.75,,4.99E+01
11806,Household,2.68,12.5,,1.56E+02
11867,Household,5.74,10.38,,2.04E+03
11927,Personal Care,,,,2.27E+01
11937,Personal Care,3.91,2.69,2.6,4.08E+01
11982,Personal Care,7.5,4,2.5,3.13E+02
12037,Personal Care,3.05,3.84,,1.36E+01
12078,Personal Care,5.04,2.09,,1.81E+02
12148,Personal Care,6.3,3.87,,2.68E+02
12149,Personal Care,,,,
12150,Personal Care,6.37,5.76,,2.52E+02
12168,Personal Care,5.33,2.09,2.09,1.70E+02
12184,Personal Care,5.76,2.75,2.5,2.99E+02
12195,Personal Care,5.63,2.64,2.62,1.63E+02
12204,Personal Care,5.75,2.55,2.56,1.41E+02
12238,Personal Care,5.96,1.82,,1.50E+02
12247,Personal Care,5.52,2.25,2.5,2.49E+02
12267,Personal Care,8.25,2.28,2.28,2.60E+02
12293,Personal Care,6.65,2.59,,3.67E+02
12307,Personal Care,3.85,1.91,,1.81E+01
12338,Personal Care,7.37,3.04,3,5.44E+01
12356,Personal Care,5.51,6.24,6.61,1.72E+02
12480,Personal Care,3.98,2.76,,2.72E+01
12534,Personal Care,6.76,2.1,,2.25E+02
12716,Personal Care,6.52,2.25,2.25,2.72E+02
12794,Personal Care,8.42,3.19,3.22,4.31E+02
12801,Personal Care,9.43,3.52,,8.60E+02
12932,Snacks,5.45,6.53,1.8,2.63E+02
12937,Personal Care,1.75,6.5,0.75,7.71E+01
12977,Personal Care,5.46,5.41,,2.27E+01
12979,Personal Care,5.74,4.79,,1.43E+03
12980,Personal Care,5.74,4.79,,1.42E+03
12981,Personal Care,5.86,4.69,,1.42E+03
12982,Personal Care,5.74,4.79,,1.42E+03
12984,Snacks,5.39,4.93,,2.27E+02
13002,Personal Care,5.5,3.64,,1.81E+01
13007,Personal Care,,,,5.90E+01
13008,Personal Care,4.63,3.06,3.06,2.04E+01
13010,Personal Care,4.63,3.06,3.06,2.27E+01
13047,Personal Care,10.55,4.84,,1.56E+03
13087,Personal Care,8.66,2.2,2.19,7.71E+01
13158,Personal Care,4.47,2.35,2.35,1.54E+02
13179,Personal Care,1.79,6.81,1.45,1.34E+02
13181,Personal Care,1.74,6.81,1.45,1.29E+02
13208,Personal Care,2.15,3.61,,5.22E+01
13297,Personal Care,4.38,0.97,4.06,6.35E+01
13358,Personal Care,7.79,2.11,2.08,2.59E+02
13361,Personal Care,7.11,4.3,2.1,5.89E+02
13470,Personal Care,10.2,6.64,,1.43E+03
13493,Personal Care,3.75,4.56,,4.54E+01
13497,Personal Care,6.78,2.98,,2.31E+02
13519,Personal Care,7.55,3.88,2.2,5.44E+02
13524,Personal Care,7.52,3.89,2.2,5.35E+02
13525,Personal Care,3.24,4.71,,1.84E+02
13553,Personal Care,6.7,2.5,1.6,1.63E+02
13714,Personal Care,6.16,3.04,,1.79E+02
13822,Personal Care,6.33,3.19,3.19,5.22E+02
13872,Pets,7.05,4.54,,9.07E+01
13906,Pets,2.6,3.95,1,5.67E+01
13907,Pets,2.6,3.95,1,5.67E+01
13909,Pets,2.6,3.95,1,5.67E+01
13971,Pets,,,,1.88E+03
14059,Babies,6.69,3.13,,2.99E+02
14061,Babies,8.38,3,,2.72E+02
14106,Beverages,,,,2.27E+02
14142,Deli,7.87,3.88,0,2.08E+02
14143,Beverages,,,,3.96E+03
14145,Beverages,6.25,5.3,,1.95E+03
14218,Pantry,3.56,2.81,0.81,2.72E+01
14227,Pantry,2.81,3.34,1.34,4.08E+01
14690,Meat & Seafood,7.44,5.42,,4.08E+02
14719,Household,9,3.5,,6.17E+02
14727,Household,,,,2.81E+02
14874,Personal Care,,,,2.83E+01
14881,Personal Care,5.51,3.03,,4.99E+01
14945,Personal Care,,,,2.61E+02
15103,Alcohol,11.84,3.23,,1.29E+03
15118,Alcohol,11.93,3,,1.30E+03
15148,Alcohol,10.53,4.96,,3.12E+03
15149,Alcohol,10.79,10.31,,5.30E+03
15152,Alcohol,6.3,4.06,,7.48E+02
15166,Alcohol,,,,1.75E+03
15424,Snacks,7.25,5.77,1.81,2.27E+02
15616,Meat & Seafood,1.25,5,6.5,3.77E+02
15617,Meat & Seafood,,,,4.17E+02
15675,Personal Care,4.63,4.3,,4.99E+01
15687,Personal Care,3.49,1.76,,2.72E+01
15690,Personal Care,7.06,5.18,,7.12E+02
15692,Personal Care,,,,1.27E+02
15693,Personal Care,3.44,1.77,,2.49E+01
15703,Personal Care,5.33,3.39,,3.18E+01
15804,Alcohol,11.88,3.22,,1.29E+03
15806,Alcohol,12.95,3.09,3.09,1.46E+03
15810,Alcohol,11.78,3.08,,1.16E+03
15811,Alcohol,11.63,3.2,3.2,1.21E+03
15822,Alcohol,11.68,3.2,,1.28E+03
15929,Frozen,,,,9.89E+02
16070,Frozen,4.81,7.6,,2.03E+02
16092,Personal Care,5,1.63,,9.98E+01
16274,Snacks,5.35,5.35,2.45,4.65E+02
16276,Personal Care,6.25,6.08,,3.42E+02
16321,Alcohol,11.88,3.18,3.18,1.30E+03
16396,Personal Care,4.75,2.51,2.4,1.36E+02
16473,Alcohol,11.7,3.14,,1.22E+03
16488,Alcohol,12.39,3.91,3.91,2.87E+03
16502,Frozen,,,,5.60E+02
16552,Snacks,7.69,5.31,1.81,1.98E+02
16648,Dairy & Eggs,2.99,6.41,,5.03E+02
16865,Beverages,8.15,3.81,,1.43E+03
16896,Beverages,,,,4.85E+02
17045,Snacks,7.45,3.49,2.04,6.80E+03
17093,Pantry,5.48,2.21,,2.56E+02
17153,Snacks,8.24,5.48,,2.45E+02
17201,Dairy & Eggs,2.48,3.11,,1.59E+02
17212,Dairy & Eggs,,,,9.62E+02
17326,Frozen,9,8.95,1.65,3.27E+02
17327,Frozen,5.9,7.95,,3.58E+02
17816,Alcohol,11.68,3.2,,1.41E+03
17828,Alcohol,11.83,3.24,,1.39E+03
17856,Alcohol,12.44,3.03,,1.14E+03
17858,Alcohol,11.66,3.22,,1.44E+03
17875,Alcohol,10.84,5.07,,3.13E+03
17876,Alcohol,10.53,4.96,,3.23E+03
17895,Alcohol,11.88,3.22,,1.40E+03
17930,Beverages,11.55,3.59,,1.58E+03
17977,Alcohol,11.93,3,,1.23E+03
18018,Alcohol,12.05,3.15,2.59,1.36E+03
18073,Alcohol,,,,1.25E+03
18077,Alcohol,12.56,3.52,,1.70E+03
18156,Frozen,5.1,6.75,1.2,2.91E+02
18222,Beverages,8,2.25,3.75,1.09E+03
18240,Dairy & Eggs,9.7,3.53,3.5,1.12E+03
18310,Personal Care,3.78,2.44,2.05,6.80E+01
18378,Beverages,3.25,2.3,1.15,7.26E+01
18458,Snacks,8.25,5,1.6,1.53E+02
18481,Dry Goods & Pasta,7.3,4.84,,4.13E+02
18517,Dry Goods & Pasta,,,,1.11E+03
18578,Beverages,5.7,5.7,3.69,1.93E+02
18806,Personal Care,6.62,6.05,3.5,2.39E+02
19037,Canned Goods,6.14,4.67,,8.39E+01
19055,Pantry,,,,4.22E+02
19150,Pantry,,,,4.04E+02
19269,Pantry,4.34,3.61,,3.27E+02
21691,Beverages,5.92,10.94,3.39,1.79E+03
21715,Pantry,,,,4.29E+02
21716,Pantry,8.25,2.5,,9.92E+01
21781,Canned Goods,6.75,4.48,,1.95E+03
21815,Personal Care,3.53,3.84,,3.63E+01
21868,Alcohol,,,,1.25E+03
22020,Snacks,9.61,6.49,,1.12E+03
22027,Dry Goods & Pasta,8.45,5.1,2.5,5.17E+02
22260,Snacks,1.14,4.89,0.65,7.94E+02
22261,Snacks,1.3,3.81,0.79,5.41E+01
22380,Snacks,3.25,2.5,2.59,1.47E+03
22473,Deli,5.65,5.1,1.75,4.72E+02
22552,Personal Care,6.53,2.67,,4.22E+02
22554,Personal Care,6.49,2.65,,4.22E+02
22634,Personal Care,8.99,3.17,,1.05E+03
22636,Babies,9,3.19,,1.05E+03
22637,Personal Care,8.99,3.18,,1.05E+03
22693,Personal Care,9.34,3.86,3.1,1.00E+03
22805,Personal Care,7.55,2.55,,3.24E+02
22870,Personal Care,7.5,2.15,2.15,4.08E+02
22942,Personal Care,2.13,3.68,,1.50E+02
22943,Babies,2.13,3.65,,1.50E+02
22948,Personal Care,2.59,3.81,,3.95E+02
23006,Personal Care,4.52,2.25,,9.98E+01
23017,Personal Care,5.05,2.24,,1.09E+02
23018,Personal Care,5.05,2.15,1.25,1.13E+02
23029,Pantry,,,,5.26E+02
23031,International,6.71,2.69,,7.46E+02
23039,Pantry,5.1,3.2,3.15,7.03E+02
23046,Pantry,4.92,2.98,,5.13E+02
23049,Pantry,4.45,2.97,2.95,5.62E+02
23064,Pantry,4.9,2.97,,4.92E+02
23065,Pantry,4.43,2.9,,3.63E+01
23082,Pantry,4.93,2.93,,4.81E+02
23088,Pantry,4.9,3.07,,5.17E+02
23129,Pantry,3.81,3.35,,5.85E+02
23131,Pantry,4.05,3.3,,5.99E+02
23133,Pantry,,,,5.81E+02
23134,Pantry,3.81,3.35,,5.85E+02
23153,Pantry,4.05,3.3,,5.99E+02
23193,Household,9.64,3.83,2.3,8.03E+02
23194,Household,9.64,3.83,2.3,8.03E+02
23219,Household,3.25,2.38,5,5.44E+01
23238,Household,10.98,4.41,2.45,8.44E+02
23262,Household,11.05,2.54,,1.09E+02
23286,Household,,,,3.16E+03
23293,Household,11.25,8,7.79,3.23E+03
23296,Household,10.92,4.59,,2.10E+03
23330,Pantry,2.94,2.91,,4.54E+01
23568,Beverages,7.83,2.9,2.88,6.44E+02
23569,Beverages,7.83,2.9,2.88,6.44E+02
23585,Beverages,8.06,2.67,,5.15E+02
23588,Beverages,,,,5.13E+02
23599,Beverages,,,,1.54E+03
23661,Beverages,12.16,3.25,,1.46E+03
23662,Beverages,12.16,3.25,3.2,1.45E+03
23670,Beverages,8.6,5.06,5.06,2.18E+04
23674,Beverages,8.6,5.06,5.06,2.18E+04
23675,Beverages,8.6,5.06,5.06,2.18E+04
23676,Beverages,8.6,5.06,5.06,1.36E+03
23686,Beverages,9.08,5.06,,2.42E+03
23687,Beverages,9.07,5.06,,2.43E+03
23689,Beverages,4.6,7.8,5.2,2.18E+03
23718,Beverages,4.84,7.81,,2.23E+03
23721,Beverages,,,,2.04E+03
23722,Beverages,4.84,7.81,,2.23E+03
23740,Beverages,6.24,2.59,,4.85E+02
23741,Beverages,,,,3.79E+02
23743,Beverages,,,,3.83E+02
23780,Beverages,,,,1.55E+03
23795,Beverages,8.41,2.3,,5.53E+02
23798,Beverages,,,,1.45E+03
23816,Beverages,,,,1.39E+03
23821,Beverages,8.36,3.77,,1.41E+03
23829,Beverages,8.16,3.81,,1.46E+03
23830,Beverages,8.12,3.81,,1.42E+03
23832,Beverages,8.12,3.81,,1.44E+03
23836,Beverages,8.16,3.81,,1.44E+03
23839,Beverages,8.12,3.8,,1.44E+03
23841,Beverages,8.16,3.81,,1.44E+03
23854,Beverages,7.11,2.9,,7.57E+02
23905,Beverages,9.91,5.28,,2.17E+03
23906,Beverages,8.4,5.03,,2.21E+03
23973,Pantry,4.5,8.8,1.3,3.49E+02
23986,Pantry,3.9,2.95,2.95,4.21E+02
23987,Pantry,3.9,2.95,2.95,4.25E+02
24000,Pantry,,,,4.54E+02
24004,Pantry,,,,4.54E+02
24005,Pantry,,,,4.54E+02
24016,Pantry,,,,2.20E+02
24032,Pantry,4.74,3.56,2.02,4.90E+02
24059,Pantry,8.19,5.82,,2.27E+03
24060,Pantry,8.21,5.73,,2.27E+03
24106,Pantry,8.76,3.7,,4.76E+02
24107,Pantry,8.45,3.85,,6.17E+02
24108,Pantry,8.77,3.75,,6.21E+02
24122,Pantry,,,,4.74E+02
24235,Pantry,6.08,2.72,,2.00E+02
24270,Pantry,2.42,3.28,,2.61E+02
24303,Dry Goods & Pasta,6.25,6.25,1.88,3.12E+02
24304,Dry Goods & Pasta,6.25,4.5,1.88,3.12E+02
24313,Dry Goods & Pasta,7.13,3.44,1.31,1.70E+02
24315,Dry Goods & Pasta,7.13,3.44,1.31,1.70E+02
24319,Dry Goods & Pasta,6.25,4.5,,3.03E+02
24337,Dry Goods & Pasta,2.63,6.86,2.63,5.28E+02
24364,International,5.4,5.53,,2.09E+02
24367,Dry Goods & Pasta,6.38,3.75,1.06,1.73E+02
24371,Dry Goods & Pasta,6.38,3.75,1.06,1.67E+02
24372,Dry Goods & Pasta,6.38,3.75,1.06,1.64E+02
24375,Dry Goods & Pasta,6.59,3.8,,1.86E+02
24379,Dry Goods & Pasta,7.18,5.3,,2.41E+02
24380,Dry Goods & Pasta,7.14,5.09,,2.41E+02
24381,Dry Goods & Pasta,7.26,5.05,,2.41E+02
24424,Dry Goods & Pasta,8.99,5.21,,9.32E+02
24426,Dry Goods & Pasta,9.05,5.55,,9.30E+02
24442,Dry Goods & Pasta,7.94,5.02,,4.74E+02
24488,Canned Goods,4.43,2.95,,4.76E+02
24489,Canned Goods,4.43,2.92,,4.60E+02
24490,Canned Goods,4.43,2.95,,4.72E+02
24491,Canned Goods,4.42,2.9,,4.72E+02
24493,Canned Goods,4.43,2.95,,4.67E+02
24495,Canned Goods,4.43,2.94,,4.72E+02
24496,Canned Goods,4.42,2.93,,4.67E+02
24497,Canned Goods,4.44,2.95,,4.74E+02
24498,Canned Goods,4.43,2.95,,4.67E+02
24500,Canned Goods,4.43,2.95,,4.67E+02
